RepRapFirmware height map file v2 generated at 2022-07-16 15:11, min error -0.155, max error 0.044, mean -0.038, deviation 0.059
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,25.00,275.00,25.00,275.00,-1.00,41.66,41.66,7,7
 -0.155, -0.093, -0.052, -0.021, -0.011, -0.056, -0.138
 -0.127, -0.084, -0.026,  0.031,  0.037, -0.009, -0.076
 -0.135, -0.077, -0.010,  0.042,  0.043,  0.014, -0.047
 -0.145, -0.072,  0.008,  0.038,  0.044,  0.020, -0.042
 -0.139, -0.076, -0.012,  0.022,  0.029,  0.008, -0.053
 -0.136, -0.059, -0.005,  0.028,  0.025, -0.011, -0.065
 -0.127, -0.066, -0.020,  0.018,  0.019, -0.032, -0.098

Test
