Sample,X,Y,Z
0,0.102,0.020,0.641
1,-0.016,-0.012,1.000
2,-0.016,0.000,0.992
3,-0.016,-0.012,0.992
4,-0.023,-0.016,0.996
5,-0.004,0.004,1.000
6,-0.016,-0.020,0.992
7,-0.016,-0.016,1.004
8,-0.008,-0.004,1.000
9,-0.004,-0.004,0.996
10,-0.012,-0.004,0.988
11,-0.012,-0.008,0.996
12,-0.020,0.000,0.992
13,-0.020,-0.012,0.988
14,-0.023,-0.016,0.996
15,-0.016,-0.012,0.996
16,-0.012,-0.008,1.000
17,-0.004,-0.012,0.996
18,-0.004,-0.008,0.992
19,-0.012,-0.008,0.996
20,-0.012,-0.012,1.000
21,-0.012,-0.027,0.992
22,-0.016,-0.020,0.988
23,-0.012,-0.020,0.992
24,-0.016,-0.031,0.988
25,-0.012,-0.023,0.996
26,-0.016,-0.016,0.984
27,-0.023,-0.016,0.992
28,-0.008,-0.012,1.004
29,-0.004,-0.008,0.996
30,-0.012,-0.004,1.004
31,-0.012,-0.004,0.996
32,-0.012,-0.008,1.000
33,-0.016,-0.012,1.000
34,-0.020,-0.016,0.992
35,-0.008,-0.004,1.000
36,-0.020,-0.016,1.004
37,-0.008,-0.016,0.992
38,-0.008,-0.016,1.004
39,-0.016,-0.016,0.996
40,-0.012,-0.008,0.988
41,-0.020,-0.008,0.988
42,-0.023,-0.016,0.992
43,-0.016,-0.012,1.008
44,-0.020,-0.016,1.004
45,-0.023,-0.008,0.992
46,-0.008,-0.016,0.996
47,-0.016,-0.012,0.992
48,-0.023,-0.012,0.996
49,-0.012,-0.008,1.004
50,-0.012,0.000,1.008
51,-0.020,0.012,1.000
52,-0.020,0.008,0.992
53,-0.016,-0.020,0.992
54,-0.023,-0.016,0.996
55,-0.020,-0.016,0.992
56,-0.012,-0.008,0.996
57,-0.008,-0.008,0.992
58,-0.004,-0.004,0.996
59,-0.012,-0.020,1.000
60,-0.020,-0.004,0.992
61,-0.008,-0.016,1.004
62,-0.016,-0.008,0.992
63,-0.008,-0.016,0.992
64,-0.008,-0.016,0.984
65,-0.016,-0.008,0.996
66,-0.012,-0.023,0.996
67,-0.008,-0.008,0.996
68,-0.004,-0.012,0.996
69,-0.004,0.000,1.000
70,-0.008,-0.008,1.004
71,-0.012,-0.012,1.000
72,-0.016,-0.035,0.992
73,-0.008,-0.008,1.004
74,-0.016,-0.031,0.992
75,-0.016,-0.027,0.992
76,-0.008,-0.027,0.992
77,-0.020,-0.043,1.000
78,-0.012,0.000,1.004
79,-0.012,-0.004,0.992
80,-0.012,-0.004,1.000
81,-0.004,-0.004,1.000
82,-0.004,-0.008,0.988
83,-0.008,-0.004,0.992
84,-0.008,-0.008,0.996
85,-0.023,-0.012,0.992
86,-0.020,-0.016,0.996
87,-0.008,0.000,0.992
88,0.000,0.000,0.988
89,0.008,-0.090,1.039
90,0.008,-0.250,1.109
