Sample,X,Y,Z
0,0.023,0.008,0.637
1,-0.020,0.012,1.000
2,-0.020,0.004,0.996
3,-0.008,0.016,0.992
4,-0.008,0.012,0.988
5,-0.023,0.004,0.984
6,-0.012,0.008,0.992
7,-0.023,0.016,0.996
8,-0.031,0.008,0.992
9,-0.012,0.004,0.996
10,-0.020,0.016,0.992
11,-0.020,0.016,0.992
12,-0.027,0.023,0.992
13,-0.012,0.008,1.000
14,-0.020,0.012,0.992
15,-0.016,0.016,0.988
16,-0.016,0.027,0.992
17,-0.004,0.000,0.988
18,-0.016,0.000,0.996
19,-0.008,0.016,0.992
20,-0.023,0.004,0.992
21,-0.020,0.012,0.984
22,-0.016,0.012,0.992
23,-0.016,0.012,0.992
24,-0.008,-0.023,0.992
25,-0.016,0.008,1.004
26,-0.016,0.008,1.004
27,-0.020,0.035,0.992
28,-0.023,-0.020,0.992
29,-0.012,0.031,0.992
30,-0.008,0.012,0.988
31,-0.016,0.016,0.988
32,-0.012,0.008,0.988
33,-0.020,0.023,0.992
34,-0.012,0.000,0.992
35,-0.012,0.008,0.992
36,-0.012,0.012,0.992
37,-0.008,0.012,0.984
38,-0.023,0.016,0.988
39,-0.020,0.016,0.992
40,-0.016,0.016,0.992
41,-0.008,0.012,0.988
42,-0.004,0.012,0.988
43,-0.008,0.012,0.996
44,-0.023,0.004,1.000
45,0.004,0.000,0.996
46,-0.008,0.012,0.980
47,-0.004,0.020,0.984
48,-0.008,0.004,0.984
49,-0.020,-0.004,0.992
50,0.004,0.008,1.000
51,-0.004,0.004,0.988
52,-0.004,0.004,0.992
53,-0.012,0.027,0.988
54,-0.008,0.020,0.980
55,-0.016,0.000,0.992
56,-0.008,0.012,0.996
57,-0.012,0.023,0.988
58,-0.023,0.004,0.992
59,-0.004,-0.004,0.996
60,-0.008,0.000,0.988
61,-0.020,0.016,0.988
62,-0.004,0.000,0.988
63,-0.012,0.008,0.988
64,-0.004,0.012,0.984
65,-0.004,0.000,0.996
66,-0.008,0.000,0.984
67,-0.012,0.000,0.992
68,-0.016,0.008,0.992
69,-0.008,0.004,0.996
