Sample,X,Y,Z
0,0.020,-0.012,0.680
1,-0.008,-0.004,1.000
2,-0.004,0.000,0.996
3,-0.004,-0.016,1.000
4,0.000,-0.004,0.992
5,0.004,-0.004,0.988
6,0.000,-0.004,1.000
7,-0.004,-0.012,0.992
8,0.000,-0.004,0.984
9,0.000,-0.004,0.992
10,-0.008,-0.008,0.996
11,-0.004,0.000,0.988
12,0.004,-0.008,1.000
13,0.000,0.004,0.992
14,-0.004,0.000,0.992
15,0.000,0.004,0.988
16,0.008,0.004,1.000
17,-0.008,-0.004,0.996
18,-0.004,0.004,0.996
19,0.004,0.012,0.996
20,0.004,0.004,0.996
21,0.000,-0.004,0.996
22,0.004,0.004,0.996
23,0.000,0.004,0.988
24,-0.012,-0.004,0.996
25,0.000,0.000,0.988
26,0.004,-0.012,0.992
27,0.004,0.004,0.977
28,-0.008,0.000,0.984
29,-0.008,0.023,0.984
30,0.000,0.000,0.988
31,0.008,0.004,0.984
32,-0.008,-0.008,0.988
33,-0.008,0.004,0.996
34,0.008,-0.004,0.988
35,0.004,0.008,0.984
36,-0.004,0.000,0.980
37,0.004,-0.004,0.988
38,0.004,0.000,0.988
39,0.000,-0.004,1.000
40,0.000,0.000,0.988
41,0.004,0.000,0.984
42,-0.008,-0.012,0.988
43,-0.004,0.004,0.988
44,0.000,0.000,0.988
45,0.000,-0.004,0.984
46,0.000,0.004,0.984
47,0.004,0.004,0.984
48,-0.008,-0.023,0.992
49,-0.004,-0.043,0.988
50,-0.008,-0.008,1.000
51,0.004,-0.023,1.000
52,0.012,0.012,0.996
53,0.000,-0.023,1.000
54,0.000,-0.008,1.000
55,0.000,0.004,0.992
56,0.000,0.008,0.988
57,0.000,-0.012,0.996
58,-0.008,-0.008,0.996
59,-0.008,0.000,0.992
60,0.000,0.004,0.996
61,-0.008,-0.008,0.988
62,0.000,0.000,0.992
63,-0.004,-0.008,0.996
64,0.000,-0.004,0.996
65,-0.008,-0.008,1.000
66,-0.012,-0.008,1.004
67,-0.004,0.008,0.992
68,0.000,-0.012,0.996
69,-0.004,-0.004,0.996
70,-0.004,0.004,0.996
71,-0.012,-0.008,1.000
72,-0.016,-0.062,1.004
73,-0.008,-0.023,1.000
74,0.000,0.012,0.996
75,-0.008,-0.020,0.992
76,-0.016,-0.004,0.996
77,-0.008,0.004,0.988
78,-0.008,-0.012,0.992
79,-0.020,-0.016,0.992
