Sample,X,Y,Z
0,-0.008,-0.051,0.730
1,-0.020,-0.023,0.992
2,-0.016,-0.023,0.992
3,-0.012,-0.027,1.000
4,-0.020,-0.020,0.992
5,-0.020,-0.016,0.992
6,-0.016,-0.020,0.996
7,-0.012,-0.023,1.000
8,-0.016,-0.027,0.996
9,-0.020,-0.016,1.000
10,-0.027,-0.027,0.988
11,-0.016,-0.027,1.000
12,-0.016,-0.039,1.000
13,-0.016,-0.031,0.992
14,-0.016,-0.035,0.992
15,-0.016,-0.027,0.992
16,-0.016,-0.023,0.996
17,-0.016,-0.016,0.984
18,-0.012,-0.035,0.992
19,-0.008,-0.023,0.996
20,-0.012,-0.031,0.996
21,-0.016,-0.027,0.992
22,-0.020,-0.027,1.000
23,-0.020,-0.035,1.004
24,-0.020,-0.055,1.000
25,-0.004,-0.031,0.996
26,-0.020,-0.020,0.996
27,-0.020,-0.035,0.992
28,-0.016,-0.047,1.004
29,-0.016,-0.012,0.988
30,-0.020,-0.031,1.000
31,-0.016,-0.027,0.988
32,-0.016,-0.027,0.992
33,-0.016,-0.031,0.992
34,-0.016,-0.027,0.996
35,-0.008,-0.027,0.988
36,-0.016,-0.031,0.992
37,-0.020,-0.035,1.000
38,-0.020,-0.039,0.984
39,-0.020,-0.027,0.996
40,-0.020,-0.031,0.996
41,-0.012,-0.031,0.992
42,-0.012,-0.031,0.996
43,-0.016,-0.031,0.996
44,-0.016,-0.035,0.992
45,-0.008,-0.027,0.988
46,-0.004,-0.031,0.988
47,-0.016,-0.027,0.992
48,-0.012,-0.043,1.004
49,-0.020,-0.012,0.996
50,-0.012,-0.051,1.004
51,-0.016,-0.051,0.996
52,-0.020,-0.020,0.992
53,-0.016,-0.020,0.996
54,-0.016,-0.027,0.996
55,-0.008,-0.031,0.996
56,-0.012,-0.031,0.996
57,-0.016,-0.027,0.992
58,-0.016,-0.027,0.988
59,-0.016,-0.039,0.996
60,-0.012,-0.035,0.988
61,-0.016,-0.039,1.000
62,-0.016,-0.035,0.992
63,-0.016,-0.039,1.000
64,-0.020,-0.027,0.984
65,-0.016,-0.031,0.996
66,-0.020,-0.035,0.992
67,-0.012,-0.039,0.992
68,-0.023,-0.031,1.000
69,-0.012,-0.031,0.984
70,-0.020,-0.035,0.996
71,-0.012,-0.031,0.996
72,-0.012,-0.070,0.996
73,-0.035,-0.016,0.992
74,-0.016,-0.059,1.000
75,-0.023,-0.047,1.000
76,-0.020,-0.023,0.996
77,-0.012,-0.027,0.992
78,-0.016,-0.039,0.992
79,-0.012,-0.031,0.988
80,-0.020,-0.027,0.992
81,-0.016,-0.039,0.992
82,-0.008,-0.039,0.992
83,-0.008,-0.035,0.992
84,-0.012,-0.035,0.988
85,-0.020,-0.039,0.996
86,-0.020,-0.039,0.996
87,-0.023,-0.027,0.988
88,0.000,-0.090,1.004
89,0.008,-0.211,1.066
90,-0.090,-0.312,1.121
91,-0.184,-0.301,1.066
92,-0.164,-0.312,1.031
93,-0.027,-0.504,1.082
94,0.031,-0.617,1.078
95,-0.082,-0.727,1.113
96,-0.133,-0.836,1.109
97,-0.070,-0.805,1.008
98,0.023,-0.934,0.980
99,0.230,-1.188,1.070
100,0.480,-1.289,1.000
101,0.395,-1.148,0.871
102,0.180,-1.148,0.816
103,-0.004,-1.180,0.730
104,-0.184,-1.094,0.664
105,-0.379,-1.012,0.660
106,-0.309,-1.066,0.809
