Sample,X,Y,Z
0,-0.043,0.008,0.590
1,-0.016,-0.016,0.992
2,-0.016,-0.008,0.996
3,-0.012,-0.008,0.996
4,-0.008,-0.020,0.992
5,-0.016,-0.016,0.996
6,-0.012,-0.008,0.988
7,-0.016,-0.012,0.996
8,-0.008,0.000,0.988
9,-0.012,-0.008,0.992
10,-0.012,-0.027,0.992
11,-0.020,-0.008,0.996
12,-0.016,-0.020,1.004
13,-0.012,-0.008,1.004
14,-0.008,-0.016,0.996
15,-0.008,-0.016,0.988
16,-0.016,-0.020,0.996
17,-0.020,0.000,0.992
18,0.000,-0.008,0.996
19,0.000,-0.008,0.992
20,-0.016,-0.020,1.004
21,-0.023,-0.012,1.000
22,-0.016,-0.012,0.996
23,-0.020,-0.012,0.996
24,-0.012,-0.031,1.000
25,-0.004,-0.012,0.980
26,-0.020,-0.039,1.000
27,-0.016,-0.016,0.988
28,-0.016,-0.023,1.000
29,-0.008,-0.012,0.988
30,-0.004,-0.016,0.996
31,-0.016,-0.020,0.996
32,-0.023,-0.012,1.000
33,-0.012,-0.020,0.996
34,-0.016,-0.016,1.004
35,-0.004,0.000,1.004
36,-0.012,-0.020,1.000
37,-0.020,-0.012,0.988
38,-0.020,-0.016,0.996
39,-0.004,-0.023,1.000
40,-0.008,-0.012,1.000
41,-0.012,-0.023,1.000
42,-0.016,-0.004,1.000
43,-0.020,-0.012,0.996
44,-0.004,-0.020,1.004
45,-0.016,-0.012,0.988
46,-0.008,-0.008,1.000
47,-0.008,-0.016,1.000
48,-0.016,-0.043,0.996
49,-0.008,-0.051,0.996
50,-0.012,-0.012,1.000
51,-0.016,-0.004,0.988
52,-0.016,-0.008,0.984
53,-0.020,-0.004,1.000
54,-0.008,-0.004,0.988
55,-0.012,-0.012,0.992
56,-0.012,-0.020,1.000
57,-0.008,-0.016,0.996
58,0.000,-0.012,1.000
59,-0.008,-0.016,1.000
60,-0.008,-0.008,0.992
61,0.000,-0.004,0.996
62,-0.008,0.000,1.000
63,-0.008,-0.020,1.000
64,-0.008,-0.012,0.988
65,0.000,-0.008,0.992
66,-0.004,-0.012,0.992
67,-0.008,-0.012,0.988
68,-0.008,-0.016,0.996
69,-0.008,-0.012,0.996
70,0.000,-0.020,0.996
71,-0.004,-0.008,0.996
72,-0.012,-0.012,0.988
73,-0.016,-0.012,0.992
74,-0.012,-0.020,0.992
75,-0.016,-0.020,1.004
76,-0.004,-0.027,0.992
77,-0.012,-0.023,0.996
78,-0.004,-0.008,0.988
79,-0.012,-0.008,0.992
80,-0.012,-0.016,0.996
81,-0.016,0.004,0.992
82,-0.012,-0.012,0.992
83,-0.004,-0.004,0.996
84,-0.008,-0.016,1.004
85,-0.016,-0.016,1.000
86,-0.023,-0.008,0.996
87,-0.027,-0.004,1.020
88,-0.023,0.055,1.027
89,-0.152,0.102,1.055
90,-0.520,0.031,1.020
91,-1.000,-0.141,0.945
92,-1.078,-0.176,0.836
93,-0.488,-0.121,0.918
94,-0.082,0.082,0.922
95,-0.070,0.059,1.070
96,-0.672,-0.109,1.066
97,-1.117,-0.109,1.105
98,-0.855,0.039,1.000
99,-0.445,0.055,1.016
100,0.031,0.121,0.969
101,-0.184,0.078,0.879
102,-0.434,-0.066,0.883
103,-0.395,-0.086,0.918
104,-0.180,-0.004,0.992
105,0.141,0.074,1.109
106,0.020,-0.047,1.156
107,-0.445,-0.211,1.176
108,-0.445,-0.141,1.004
109,-0.023,0.129,0.852
110,0.066,0.215,0.922
111,-0.117,0.117,0.938
112,-0.500,-0.047,1.043
113,-0.598,-0.250,1.152
114,-0.340,-0.199,1.070
115,0.133,0.062,0.977
116,-0.062,0.355,0.695
117,-0.945,0.191,0.742
118,-1.457,-0.203,0.969
119,-1.184,-0.387,1.188
120,0.059,-0.152,1.449
121,1.023,0.430,1.090
122,1.023,0.430,1.090
123,0.324,0.508,0.801
124,-1.121,-0.008,0.844
125,-1.941,-0.539,0.883
126,-1.004,-0.492,1.297
127,0.691,0.164,1.180
128,1.266,0.477,0.859
129,0.309,0.215,0.918
130,-1.207,-0.258,0.793
131,-1.387,-0.320,0.859
132,-0.344,-0.129,1.094
133,0.594,0.141,1.035
134,0.719,0.141,1.082
135,-0.285,0.188,0.785
136,-1.500,-0.066,0.652
137,-1.570,-0.492,0.988
138,-0.281,-0.172,1.117
139,0.840,0.422,1.102
140,0.625,0.336,1.137
141,-0.695,-0.066,1.117
142,-1.590,-0.090,0.984
143,-1.309,-0.156,1.020
144,-0.121,-0.156,1.215
145,0.613,0.250,1.102
146,0.430,0.324,1.031
147,-0.328,-0.047,0.957
148,-1.055,-0.203,0.867
149,-0.730,-0.082,0.973
150,0.152,-0.078,0.988
151,0.461,0.137,0.926
152,-0.055,0.137,0.957
153,-0.469,-0.055,0.863
154,-0.922,-0.219,0.789
155,-1.016,-0.312,0.992
156,-0.238,-0.102,0.887
157,0.070,0.109,0.844
158,0.023,0.086,1.168
159,-0.340,0.129,0.945
160,-1.016,-0.121,1.055
161,-1.031,-0.191,1.160
162,-0.602,-0.020,0.934
163,-0.047,0.066,1.145
164,0.145,0.199,0.988
165,-0.121,0.152,0.984
166,-0.293,0.023,1.094
167,-0.547,-0.031,0.977
168,-0.277,-0.004,1.059
169,-0.250,0.004,1.074
170,-0.352,0.047,0.969
171,-0.227,-0.047,1.070
172,-0.086,0.055,0.949
173,-0.270,-0.109,0.930
174,-0.609,-0.219,0.969
175,-0.504,-0.090,0.820
176,-0.395,0.012,0.887
177,-0.262,0.027,0.941
178,-0.195,-0.031,0.977
179,-0.316,0.066,0.973
180,-0.473,0.055,1.043
181,-0.695,-0.012,0.992
182,-0.656,-0.043,1.094
183,-0.379,0.113,0.988
184,-0.438,0.070,1.090
185,-0.566,-0.047,1.074
186,-0.516,-0.078,1.000
187,-0.320,0.031,1.035
188,-0.145,0.074,1.098
189,0.027,0.086,1.082
190,-0.180,0.055,0.988
191,-0.301,-0.020,1.031
192,-0.254,-0.105,0.941
193,-0.133,-0.113,0.848
194,-0.133,-0.113,0.848
195,0.301,-0.031,0.918
196,0.625,0.070,0.828
197,0.230,-0.023,0.832
198,0.012,-0.176,1.059
199,0.176,-0.090,0.922
200,0.113,0.027,1.023
201,0.457,0.016,1.141
202,0.441,0.055,0.883
203,0.254,0.074,1.086
204,0.234,0.043,1.039
205,-0.094,0.102,1.094
206,-0.312,-0.016,1.117
207,-0.430,-0.129,1.027
208,-0.148,-0.023,1.133
209,-0.055,0.180,0.926
210,0.035,0.016,1.020
211,-0.180,-0.145,1.074
212,-0.543,-0.086,0.879
213,-0.406,0.051,0.824
214,-0.281,-0.047,0.938
215,-0.191,0.051,1.012
216,-0.027,0.141,1.008
217,-0.242,0.031,1.082
218,-0.242,0.031,1.082
219,-0.469,-0.145,1.066
220,-0.289,-0.086,0.941
221,0.070,0.012,0.895
222,0.367,-0.012,0.820
223,0.543,-0.051,0.953
224,0.441,0.020,0.863
225,-0.031,-0.113,0.922
226,-0.168,-0.125,1.012
227,-0.199,-0.004,1.012
228,0.137,0.059,1.156
229,0.266,0.047,1.141
230,0.371,0.078,1.172
231,0.496,0.133,1.152
232,0.098,0.109,1.004
233,-0.031,0.020,1.047
234,-0.246,0.078,0.863
235,-0.305,0.004,0.984
236,-0.078,-0.109,1.012
237,-0.125,-0.043,0.898
238,0.008,0.082,0.871
239,0.074,-0.031,0.879
240,-0.043,-0.070,0.992
241,-0.176,0.031,1.031
242,-0.176,0.031,1.031
243,-0.547,-0.148,1.012
244,-0.477,-0.133,1.059
245,-0.090,0.035,0.977
246,-0.004,0.242,0.977
247,0.070,0.000,1.113
248,-0.117,-0.098,1.047
249,-0.230,0.031,1.148
250,-0.117,-0.008,0.840
251,0.059,-0.047,0.922
252,0.266,-0.027,0.965
253,0.035,0.008,0.836
254,-0.051,-0.168,0.988
255,-0.141,-0.148,0.961
256,0.191,0.117,0.965
257,0.512,0.199,0.902
258,0.332,-0.039,1.129
259,0.320,0.016,1.074
260,0.004,0.020,1.059
261,-0.051,-0.016,1.074
262,-0.121,-0.020,1.000
263,-0.078,0.129,1.012
264,-0.113,0.031,1.047
265,-0.113,-0.168,1.070
266,-0.113,-0.168,1.070
267,0.059,-0.145,1.148
268,0.031,0.074,0.914
269,0.270,0.086,0.867
270,0.180,0.035,0.875
271,-0.266,-0.051,0.969
272,-0.367,0.031,1.020
273,-0.246,-0.027,1.035
274,-0.273,-0.035,1.168
275,-0.105,-0.012,1.086
276,0.086,0.043,0.953
277,0.121,-0.020,0.953
278,0.086,-0.043,0.844
279,0.133,-0.102,0.863
280,0.113,-0.121,0.855
281,-0.176,-0.051,0.859
282,-0.242,-0.070,0.918
283,-0.051,-0.020,1.016
284,0.109,0.023,1.066
285,0.039,-0.020,1.105
286,0.203,0.035,1.082
287,0.359,0.090,1.008
288,0.266,0.090,0.992
289,0.125,0.105,1.012
290,0.090,0.094,1.039
291,-0.125,-0.020,1.125
292,-0.359,-0.098,1.133
293,-0.082,-0.047,1.113
294,0.199,0.086,1.000
295,0.203,0.070,0.965
296,0.082,-0.027,1.000
297,0.020,-0.105,0.992
298,-0.078,-0.098,0.980
299,-0.180,-0.062,0.902
300,-0.105,0.043,0.898
301,-0.016,0.082,0.852
302,-0.047,-0.020,0.914
303,-0.039,-0.145,1.070
304,-0.004,-0.020,0.957
305,-0.113,0.031,0.973
306,-0.203,-0.156,0.945
307,-0.031,-0.016,0.945
308,0.047,0.086,0.906
309,0.031,-0.109,1.031
310,0.008,-0.102,1.109
311,-0.027,0.055,1.000
312,0.059,0.117,0.941
313,0.090,0.020,1.055
314,0.125,0.055,1.145
315,0.152,0.066,1.121
316,0.090,-0.031,1.059
317,0.020,-0.082,1.055
318,0.121,0.105,0.938
319,0.105,0.074,0.953
320,0.121,-0.102,0.961
321,0.242,-0.047,1.039
322,0.109,0.055,0.957
323,-0.121,-0.109,0.906
324,-0.137,-0.086,0.895
325,-0.137,-0.020,0.945
326,-0.059,0.000,0.965
327,-0.047,-0.137,1.121
328,-0.086,0.066,1.043
329,-0.289,-0.027,1.031
330,-0.297,-0.117,1.055
331,-0.008,0.027,0.984
332,0.227,0.137,0.926
333,0.254,0.043,1.020
334,0.062,-0.086,0.941
335,-0.203,-0.082,0.969
336,-0.250,0.004,0.922
337,-0.172,-0.008,0.941
338,0.148,-0.059,1.094
339,0.090,0.004,1.066
340,0.000,-0.035,1.074
341,-0.008,-0.086,0.984
342,0.051,0.055,0.863
343,0.246,0.055,0.938
344,0.395,0.051,0.957
345,0.254,-0.016,1.027
346,-0.203,-0.023,1.031
347,-0.297,-0.051,0.945
348,-0.195,-0.004,0.988
349,0.117,0.066,0.992
350,0.234,0.008,1.004
351,0.098,-0.020,1.152
352,-0.012,-0.059,1.070
353,-0.156,0.027,1.008
354,-0.078,-0.008,0.988
355,0.062,0.016,0.992
356,-0.094,-0.027,1.062
357,-0.246,-0.105,1.098
358,-0.188,-0.062,0.969
359,-0.137,-0.004,0.941
360,0.016,0.102,0.891
361,0.004,0.004,0.797
362,0.023,-0.145,0.957
363,0.016,-0.113,0.930
364,-0.016,-0.027,0.906
365,-0.059,0.035,0.969
366,-0.168,0.066,0.844
367,-0.188,-0.027,0.988
368,-0.090,-0.082,1.168
369,0.133,-0.074,1.164
370,0.070,0.012,1.152
371,-0.008,0.109,0.977
372,-0.113,0.004,0.969
373,-0.078,-0.059,1.012
374,0.262,0.000,1.078
375,0.359,0.086,1.125
376,0.117,-0.016,1.129
377,-0.176,0.047,0.848
378,-0.340,0.004,0.906
379,0.070,-0.031,0.973
380,0.223,-0.055,1.016
381,0.270,-0.016,1.113
382,0.027,0.031,0.926
383,-0.371,-0.098,0.945
384,-0.391,-0.094,0.883
385,0.000,0.039,0.855
386,0.223,0.016,1.105
387,0.152,-0.086,1.070
388,-0.145,-0.031,0.922
389,-0.258,-0.031,0.926
390,-0.258,-0.039,0.809
391,-0.230,-0.090,1.016
392,0.082,-0.023,1.090
393,0.266,0.086,0.969
394,-0.137,0.004,1.102
395,-0.242,-0.020,0.938
396,-0.188,-0.035,0.996
397,-0.086,0.016,1.020
398,0.098,0.035,1.027
399,0.059,0.000,1.074
400,-0.172,0.020,1.012
401,-0.254,-0.051,0.996
402,-0.035,-0.078,1.047
403,0.188,0.078,1.031
404,0.156,0.074,1.000
405,-0.062,-0.117,1.012
406,-0.105,-0.062,0.980
407,-0.070,0.023,0.797
408,0.270,-0.012,0.969
409,0.410,0.043,0.957
410,0.410,0.043,0.957
411,0.199,-0.016,1.000
412,0.066,0.043,1.027
413,-0.285,-0.043,0.945
414,-0.285,-0.082,1.074
415,-0.062,0.027,0.969
416,-0.020,-0.008,1.012
417,-0.043,-0.059,1.051
418,0.145,0.043,0.980
419,-0.055,0.090,0.965
420,-0.148,-0.062,1.023
421,-0.070,-0.062,0.938
422,-0.086,0.066,0.980
423,-0.164,-0.043,0.953
424,-0.262,-0.102,0.938
425,-0.195,0.074,0.949
426,-0.156,0.008,0.961
427,-0.004,-0.070,1.062
428,0.062,-0.051,1.121
429,-0.020,0.012,1.027
430,-0.082,0.086,0.953
